"id","wiki_friendly_title","Segment Ids","ISMAR Links","GIS Id","Alternate IDs","Location-lon","Location-lat","Average Depth (m)","Introduction (English)","Area (m^2)","Introduzione (Italiano)","Name","Length (m)","Insula Number","Target Depth (cm)"
"ORSE","Rio e Bacino Orseolo","ORSE","2501","ORSE",,"12.33637512","45.43458787","-1.31","By the will of the then Prefect of Venice Luigi Torelli, he wanted to open in 1869, this basin to allow the gondolas to have a convenient landing behind the Piazza San Marco, after loading the 'foreigners' to the train station.ï¿½The whole area suffered heavy intervention by the urban point of view, that saw in those years, the Society for the ventilation of the streets of Venice, whose president was the prefect.ï¿½The nearby hotel stand (hence the hydronym above) and hospice Orseolo, transferred here from Piazza San Marco in 1581, underwent some changes to make room for boats, whose overview brings to mind the busy streets of ' water in the sixteenth century Venice.","1140.0","Per volontï¿½ dell'allora prefetto di Venezia Luigi Torelli, si volle aprire nel 1869 questo bacino per permettere alle gondole di avere un comodo approdo alle spalle della piazza San Marco, dopo aver caricato i 'foresti' alla stazione ferroviaria. Tutta la zona subï¿½ pesanti interventi dal punto di vista urbanistico, che vide protagonista in quegli anni la Societï¿½ per la aereazione delle calli di Venezia, il cui presidente era lo stesso prefetto. Anche il vicino albergo Cavalletto (da cui l'idronimo precedente) e l'ospizio Orseolo, quï¿½ trasferito da piazza San Marco nel 1581, subirono delle trasformazioni per far posto alle imbarcazioni, la cui veduta d'insieme richiama molto le trafficate vie d'acqua della Venezia cinquecentesca.","Rio e Bacino Orseolo","120.1","10","180.0"
"MUNE","Rio de le Muneghete","MUNE","2184,2207,2208,2503","MUNE",,"12.32292652","45.43758044","-1.17","The name of the river derives from the convent of the Augustinian nuns of Jesus and Mary, founded in 1601, whose church was suppressed in 1949.ï¿½It overlooks the river side of the building formerly a convent Tolentini and now the University Institute of Architecture.ï¿½The Rio de Muneghete is crossed by the bridge Sechere, name with which they were given the shallows, that those traits to the lagoon at low tide remain dry.","2051.7","Il nome del rio deriva dal convento delle monache agostiniane del Gesï¿½ e Maria, fondato nel 1601, la cui chiesa venne soppressa nel 1949. Si affaccia sul rio parte dell'edificio un tempo convento dei Tolentini e oggi sede dell'Istituto universitario di architettura. Il rio de le Muneghete ï¿½ attraversato dal ponte delle Sechere, nome con cui erano indicate le secche, cioï¿½ quei tratti di laguna che durante la bassa marea restano all'asciutto.","Rio de le Muneghete","349.6","8","200.0"
"TEDE","Rio del Fontego dei Tedeschi","TEDE","2370,2371","TEDE",,"12.33737826","45.43840854","-1.81","FONTEGO is a building designed as a storage of goods or corn, the name, spread a little everywhere in the city, but also in the domain of land and coastal possessions in the ancient Venetian Adriatic and the eastern Mediterranean, recalls the primary vocation of Venice, established through the Middle Ages as a key transit emporiums for land and sea trade routes.ï¿½Many of these fonteghi were equipped to give hospitality to the merchants of the various ethnic groups and nations that came into the lagoon, where it remains trace or memory of those of the Turks, Persians, Moors and, indeed, of the Germans.ï¿½The latter suffered a disastrous fire in 1505, but was quickly rebuilt by the architects Antonio Giorgio Scarpagnino and Terror.ï¿½The great battlemented building, a square, overlooking the Grand Canal, just a few meters from the Rialto Bridge, with a large porch with five arches, the beginning of the twentieth century is the central Post Office.ï¿½Along the river were located fontego also reminded of the Persians and the warehouses of oil Ruzzini family, as well as the fourteenth-century Ca 'Morosini, at left in the photo.","876.0","Fï¿½ntego ï¿½ un edificio predisposto quale deposito di merci o granaglie; il toponimo, diffuso un po'ovunque nella cittï¿½, ma anche nel Dominio di terraferma e negli antichi possedimenti costieri veneziani dell'Adriatico e del Mediterraneo orientale, ricorda la primaria vocazione di Venezia, affermatasi nel corso del Medioevo quale uno dei principali emporii di transito per le rotte commerciali terrestri e marittime. Molti di questi fonteghi erano attrezzati per dare ospitalitï¿½ ai mercanti delle varie etnï¿½e e nazioni che giungevano in laguna, dove rimane traccia o memoria di quelli dei turchi, dei persiani, dei mori e, appunto, dei tedeschi. Quest'ultimo subï¿½ un disastroso incendio nel 1505, ma venne rapidamente ricostruito su progetto degli architetti Antonio Scarpagnino e Giorgio Spavento. Il grande edificio merlato, a pianta quadrata, si affaccia sul Canal Grande, a pochi metri dal ponte di Rialto, con un grande porticato a cinque arcate; dagli inizi del XX secolo ï¿½ sede delle Poste centrali. Lungo il rio erano situati anche il ricordato fontego dei persiani ed i magazzini da olio della famiglia Ruzzini, nonchï¿½ la trecentesca Ca' Morosini, visibile a sinistra nella foto.","Rio del Fontego dei Tedeschi","110.4","36","200.0"
"VIGN","Rio de S. Francesco de la Vigna","VIGN","2161,2162","VIGN",,"12.34742045","45.43776112","-1.32","","2421.2","","Rio de S. Francesco de la Vigna","286.0","5","200.0"
"FNUO",,"","",,,,,,,,,,,,
"ZIRA","Rio de Sant'Andrea de la Zirada","ZIRA1,ZIRA2","2186,2192","ZIRA",,"12.3157382","45.4366921","-1.5","At the bridge of St. Andrew stood the houses owned by some nuns devoted to him and who had their convent near Santa Chiara.ï¿½Along the river you can still see the entrance of the palace Finetti, the fifteenth-century building, now deceased, owned by the eponymous family Marche arrived in Venice in the fourteenth century.ï¿½At the foot of the bridge in the foreground on the left in the photo, is the Ca 'Bozzola, an elegant Gothic building with quadrifora overlooking the river.","969.8","All'altezza del ponte di Sant'Andrea sorgevano le case di propriet? di alcune monache a lui devote e che avevano il loro convento nei pressi di Santa Chiara. Percorrendo il rio si vede ancora il portale d'ingresso di palazzo Finetti, l'edificio quattrocentesco, oggi scomparso, appartenuto all'omonima famiglia marchigiana giunta a Venezia nel XIV secolo. Ai piedi del ponte, in primo piano a sinistra nella foto, si trova la Ca' Bozzola, un'elegante palazzina gotica con quadrifora affacciata sul rio.","Rio de Sant'Andrea de la Zirada","123.3","17","200.0"
"MAGG","Rio de S. Maria Maggior","MAGG2,MAGG1,MAGG3","2006,2007,2008","MAGG",,"12.31859207","45.4351864","-1.09","According to legend, in this place a hermit and some shepherds saw the Virgin Mary appear under the guise of a matron in her arms a child, which is why Catherine Romita di Sant 'Agnese, obtained permission to build a church and a monastery dedicated to Virgin.ï¿½The building, erected in 1502, has a simple faï¿½ade with a pediment and scrolls, the homonym monastery annexed to the church and the bell tower in Venetian Gothic style.ï¿½Today the area of ??the monastery are located judicial male prisons.","3287.9","Secondo una leggenda, in questo luogo un eremita e alcuni pastori videro apparire la Madonna sotto sembianza di una matrona con in braccio un bambino; per questo motivo Caterina, romï¿½ta di Sant' Agnese, ottenne il permesso di costruire una chiesa e un monastero dedicati alla Vergine. L'edificio, eretto nel 1502, presenta una facciata semplice con frontone e volute; annessi alla chiesa l'omonimo monastero e il campanile in stile gotico-veneziano. Oggi sull'area del convento hanno sede le carceri giudiziarie maschili.","Rio de S. Maria Maggior","301.5","17","200.0"
"LUST","Rio dei Lustraferi","LUST","2024","LUST",,"12.3301363","45.44539425","-1.13","In Notatori of Gradenigo states that in 1760 the locksmith best, to work the tools of the gondolas that were located in his shop near the bridge dell'Aseo in the immediate vicinity of the other bridge that was later called the lustraferi.ï¿½Even Tassini, author of Curiosities Venetian, is inclined to derive the name from the existence of such a shop in the area, with the task of polishing the bolts bowmen of the various lagoon boats.ï¿½The seventeenth-century building that stands on the corner of this river and that of Mercy was built by the family Caotorta, who lived for nearly two centuries.","435.7","Nei Notatori del Gradenigo si legge che nel 1760 il fabbro piï¿½ bravo, a lavorare i ferri delle gondole fosse quello situato con la sua bottega nei pressi del ponte dell'aseo, nelle immediate vicinanze dell'altro ponte che in seguito verrï¿½ chiamato dei lustraferi. Anche Tassini, autore delle Curiositï¿½ Veneziane, ï¿½ propenso ad far derivare il toponimo dall'esistenza in zona di una simile bottega, con il compito di lucidare i rostri prodieri delle varie imbarcazioni lagunari. Il secentesco edificio che sorge all'angolo tra questo rio e quello della Misericordia venne edificato dalla famiglia Caotorta, che lo abitï¿½ per circa due secoli.","Rio dei Lustraferi","76.3","40","180.0"
"GRAN","Canal Grande","GRAN4,ACCA2,GRAN21,GRAN25,GRAN27,GRAN3,GRAN14,GRAN39,GRAN2,ACCA1,GRAN20,GRAN26,GRAN37,GRAN9,GRAN29,GRAN23,GRAN31,GRAN40,GRAN18,GRAN7,GRAN15,GRAN35,GRAN16,GRAN24,GRAN10,GRAN6,GRAN33,GRAN5,GRAN17,GRAN34,GRAN32,GRAN28,GRAN41,GRAN38,GRAN36,GRAN22,GRAN1,GRAN13,GRAN30,GRAN19,GRAN12,GRAN11,GRAN8","2195,2199,2200,2201,2234,2235,2236,2237,2250,2251,2252,2253,2255,2257,2258,2270,2271,2280,2281,2282,2283,2304,2305,2306,2307,2332,2333,2334,2335,2336,2337,2338,2341,2342,2381,2382,2383,2384,2385,2412,2413,2414,2496,2497","GRAN",,,,"-2.77","","244172.1","","Canal Grande","4016.9","0","500.0"
"FERA","Rio dei Ferali","FERA1,FERA2","2076,2136,2137,2138","FERA",,"12.33823657","45.43517134","-0.75","The feralï¿½ri, ie manufacturers of lights, were present in the district of San Zulian in the mid-sixteenth century, as evidenced by the various faiths of death in the same church, once a parish.ï¿½Their corporations were combined with petenï¿½ri from head (a sort of hair) thus forming one of the many schools of arts and crafts active at the time of the Venetian Republic.ï¿½The first lights for public lighting were placed in Marzaria (the main pedestrian link between the area pavement and Qualla Rialto) in 1719 and the following year were extended to the main streets of passage, while the entire city was illuminated only in 1732.ï¿½In the middle of the stream of feral, where once it joined the Rio de le Colonete (buried in the last century), was built in 1496 the church of Santa Croce degli Armeni, still celebrated every Sunday morning from Mechitarist fathers of St. Lazarus.","850.1","I feralï¿½ri, ossia i costruttori di fanali, erano presenti in contrada di San Zulian giï¿½ nella metï¿½ del XVI secolo, come testimoniano varie fedi di morte della medesima chiesa, un tempo parrocchiale. La loro corporazione era unita ai petenï¿½ri da testa (una sorta di parrucchieri) formando cosï¿½ una delle tante scuole di arti e mestieri attive al tempo della Repubblica Veneta. I primi fanali per l'illuminazione pubblica furono posti in marzaria (il principale collegamento pedonale fra l'area marciana e qualla realtina) nel 1719 e l'anno seguente vennero estesi alle principali calli di passaggio, mentre l'intera cittï¿½ fu illuminata solamente nel 1732. A metï¿½ del rio dei ferali, ove un tempo si innestava il rio de le colonete (interrato nel secolo scorso), venne edificata nel 1496 la chiesetta di Santa Croce degli Armeni, tuttora officiata ogni domenica mattina dai padri mechitaristi di San Lazzaro.","Rio dei Ferali","171.9","10","180.0"
"SERV","Rio dei Servi","SERV1,SERV2","2042,2393","SERV",,"12.33080149","45.44389631",,"The Church of the Servants, which have saved two Gothic portals, with the convent was founded in the fourteenth century, a time rich in history and works of art in 1806 was suppressed by order of Napoleon, and sold to an entrepreneur (a such Brazzoduro), that the demolished in order to obtain a construction material.ï¿½A right view of the church of Santa Maria dei Servi, represented by Domenico Lovisa in the nineteenth century.","2341.6","La chiesa dei Servi, della quale si sono salvati due portali gotici, fu fondata insieme al convento nel XIV secolo; ricca un tempo di memorie storiche e capolavori d'arte, nel 1806 fu soppressa per disposizione napoleonica, e venduta a un imprenditore (un tale Brazzoduro), che la demolï¿½ per ricavarne materiale da costruzione. A destra, veduta della chiesa di Santa Maria dei Servi, rappresentata da Domenico Lovisa nel XIX secolo.","Rio dei Servi","222.5","13","200.0"
"ZUAN","Rio de S. Zuane Evangelista","ZUAN","2205,2206","ZUAN",,"12.32576966","45.43860428","-1.21","","1206.3","","Rio de S. Zuane Evangelista","218.1","8","200.0"
"FUOC",,"FUOC01","",,,,,,,,,,,,
"GOZZ","Rio del Gozzi","GOZZ","2057","GOZZ",,"12.33806491","45.44212733","-1.09","The shooting from the top you can admire the entirety of its course the river, on the border between the lands of the Holy Apostles and the Jesuits, the ancient home of Gozzi rises with its size along the fifth building left in near the present bridge Sartori.ï¿½Its original Gothic structure was built by the family Dolce, who later sold it to Contarini, and only in 1638 it was bought by the merchant Alberto Gozzi, said the sedation because he kept store the goods at the Rialto.ï¿½Half a century later, this branch of Gozzi became extinct in the person of another Albert, who in his will left the building to the four hospitals.ï¿½Auctioning, Ca 'Gozzi was bought in 1725 by the family Sceriman that held it for a century or so, and currently is home to a private school.ï¿½The river is also called the tailors or Andrew.","1171.0","La ripresa fotografica dall'alto consente di ammirare nell'interezza del suo percorso il rio, situato al confine tra le contrade dei Santi Apostoli e dei Gesuiti; l'antica dimora dei Gozzi si eleva con la sua mole lungo la quinta edilizia sinistra, nei pressi dell'attuale ponte dei Sartori. Il suo originario impianto gotico venne costruito ad opera della famiglia Dolce, che la cedette successivamente ai Contarini; solo nel 1638 fu acquistata dal mercante Alberto Gozzi, detto dalla seda perchï¿½ teneva negozio di tale merce a Rialto. Mezzo secolo piï¿½ tardi, questo ramo dei Gozzi si estinse nella persona di un altro Alberto, che per testamento lasciï¿½ l'edificio ai quattro ospedali cittadini. Messa all'asta, la Ca' Gozzi fu acquistata nel 1725 dalla famiglia Sceriman che la tenne per un secolo circa; attualmente ï¿½ sede di un istituto scolastico privato. Il rio si denomina anche dei sartori o di Sant'Andrea.","Rio del Gozzi","163.5","12","200.0"
